Anime_ID,Title,Genres,Type,Episodes,Producers,Studios,Score
1,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,26,Bandai Visual,Sunrise,8.78
5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,"Sunrise, Bandai Visual",Bones,8.39
6,Trigun,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",TV,26,Victor Entertainment,Madhouse,8.24
7,Witch Hunter Robin,"Action, Mystery, Police, Supernatural, Drama, Magic",TV,26,"TV Tokyo, Bandai Visual, Dentsu, Victor Entertainment",Sunrise,7.27
8,Bouken Ou Beet,"Adventure, Fantasy, Shounen, Supernatural",TV,52,"TV Tokyo, Dentsu",Toei Animation,6.98
15,Eyeshield 21,"Action, Sports, Comedy, Shounen",TV,145,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Shueisha",Gallop,7.95
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance, Slice of Life",TV,24,"Genco, Fuji TV, Shueisha",J.C.Staff,8.06
17,Hungry Heart: Wild Striker,"Slice of Life, Comedy, Sports, Shounen",TV,52,Unknown,Nippon Animation,7.59
18,Initial D Fourth Stage,"Action, Cars, Sports, Drama, Seinen",TV,24,"OB Planning, Studio Jack",A.C.G.T.,8.15
19,Monster,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74,"VAP, Shogakukan-Shueisha Productions, Nippon Television Network",Madhouse,8.76
20,Naruto,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",TV,220,"TV Tokyo, Aniplex, Shueisha",Studio Pierrot,7.91
21,One Piece,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",TV,Unknown,"Fuji TV, TAP, Shueisha",Toei Animation,8.52
22,Tennis no Ouji-sama,"Action, Comedy, Sports, School, Shounen",TV,178,"Production I.G, Nihon Ad Systems",Trans Arts,7.9
23,Ring ni Kakero 1,"Action, Shounen, Sports",TV,12,Unknown,Toei Animation,6.38
24,School Rumble,"Comedy, Romance, School, Shounen",TV,26,"TV Tokyo, Sotsu, Marvelous, Starchild Records, Media Factory, DAX Production, Studio Jack",Studio Comet,7.94
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,"GDH, Pony Canyon, CBC",Gonzo,7.42
26,Texhnolyze,"Action, Sci-Fi, Psychological, Drama",TV,22,"Group TAC, Rondo Robe, Fuji TV, Pioneer LDC",Madhouse,7.76
27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,Unknown,Gonzo,7.32
28,Yakitate!! Japan,"Comedy, Shounen",TV,69,"TV Tokyo, Aniplex, d-rights, Tohokushinsha Film Corporation, Atelier Musa",Sunrise,7.95
29,Zipang,"Action, Military, Sci-Fi, Historical, Drama, Seinen",TV,26,"Marvelous, TBS",Studio Deen,7.51
30,Neon Genesis Evangelion,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",TV,26,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",8.32
31,Neon Genesis Evangelion: Death & Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,"Movic, Sega, TV Tokyo Music, Audio Tanaka","Gainax, Production I.G",7.45
32,Neon Genesis Evangelion: The End of Evangelion,"Sci-Fi, Dementia, Psychological, Drama, Mecha",Movie,1,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, Audio Tanaka","Gainax, Production I.G",8.51
33,Kenpuu Denki Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,"VAP, Hakusensha, Nippon Television Network",OLM,8.49
43,Koukaku Kidoutai,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,"Bandai Visual, Kodansha",Production I.G,8.29
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",OVA,4,Aniplex,Studio Deen,8.73
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",TV,94,"Aniplex, SME Visual Works, Fuji TV","Gallop, Studio Deen",8.31
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"Samurai, Historical, Drama, Shounen",Movie,1,"Fuji TV, Sony Music Entertainment",Gallop,7.56
47,Akira,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen",Movie,1,"Mainichi Broadcasting System, Kodansha, Toho",Tokyo Movie Shinsha,8.17
48,.hack//Sign,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",TV,26,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,6.98
49,Aa! Megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,5,"Bandai Visual, KSS, Pony Canyon, TBS, Kodansha, Half H.P Studio, Nichion",AIC,7.32
50,Aa! Megami-sama! (TV),"Comedy, Supernatural, Magic, Romance, Seinen",TV,24,"Bandai Visual, TBS, Imagine",AIC,7.35
51,Tenshi Kinryouku,"Action, Drama, Romance, Shoujo, Supernatural",OVA,3,"Bandai Visual, AIC, Lantis, Audio Tanaka",Hal Film Maker,6.31
52,Kidou Tenshi Angelic Layer,"Sci-Fi, Comedy, Sports, Drama, Shounen",TV,26,TV Tokyo Music,Bones,7.26
53,Ai Yori Aoshi,"Harem, Slice of Life, Comedy, Drama, Romance",TV,24,"Movic, Fuji TV, Pioneer LDC, Cosmic Ray",J.C.Staff,7.14
54,Appleseed (Movie),"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen",Movie,1,"Mainichi Broadcasting System, Toho, TYO Animations, TYO",Digital Frontier,7.1
55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,"Sony Pictures Entertainment, Aniplex",Bee Train,6.53
56,Avenger,"Adventure, Fantasy, Sci-Fi, Shounen",TV,13,Production I.G,"Bee Train, Xebec",5.91
57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,"Marvelous, Starchild Records, Asatsu DK, Kodansha",Madhouse,8.31
58,Blue Gender,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama",TV,26,"Youmex, Toshiba EMI",AIC,7.05
59,Chobits,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",TV,26,"TBS, Pioneer LDC",Madhouse,7.43
60,Chrno Crusade,"Action, Demons, Historical, Romance, Shounen, Supernatural",TV,24,"Lantis, Kadokawa Shoten, Fuji TV",Gonzo,7.66
61,D.N.Angel,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",TV,26,Kadokawa Shoten,Xebec,7.2
62,D.C.: Da Capo,"Harem, Drama, Magic, Romance",TV,26,"Lantis, King Records","feel., Zexcs",6.77
63,DearS,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",TV,12,"Bandai Visual, Hal Film Maker, Genco, Lantis",Daume,6.62
64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",TV,12,"Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack",Nomad,7.44
65,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12,"Mellow Head, TBS",Nomad,7.65
66,Azumanga Daioh,"Slice of Life, Comedy, School",TV,26,"Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,7.98
67,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",TV,24,"GDH, Kodansha, Sotsu Music Publishing",Gonzo,7.58
68,Black Cat (TV),"Sci-Fi, Adventure, Comedy, Super Power, Shounen",TV,23,"GDH, Dentsu, TBS, Sotsu Music Publishing",Gonzo,7.38
69,Cluster Edge,"Action, Fantasy, Military, Sci-Fi",TV,25,"Bandai Visual, Imagine",Sunrise,6.35
71,Full Metal Panic!,"Action, Military, Sci-Fi, Comedy, Mecha",TV,24,Kadokawa Shoten,Gonzo,7.65
72,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,"Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do",Kyoto Animation,8.07
73,Full Metal Panic! The Second Raid,"Action, Military, Mecha",TV,13,"Kadokawa Shoten, Happinet Pictures",Kyoto Animation,7.96
74,Gakuen Alice,"Comedy, School, Shoujo, Super Power",TV,26,"Aniplex, Sogo Vision",Group TAC,7.65
75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,"TV Tokyo Music, King Records",Xebec,7.3
76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",TV,13,"Starchild Records, Omnibus Japan",Seven Arcs,7.42
77,Mahou Shoujo Lyrical Nanoha A's,"Action, Comedy, Drama, Magic, Super Power",TV,13,"Starchild Records, Omnibus Japan",Seven Arcs,7.99
79,Shuffle!,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",TV,24,"Xebec, Lantis, Memory-Tech",Asread,7.09
80,Mobile Suit Gundam,"Action, Military, Sci-Fi, Space, Mecha",TV,43,"Sotsu, Nagoya Broadcasting Network",Sunrise,7.78
81,Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,Atelier Musa,Sunrise,8.03
82,Mobile Suit Gundam 0080: War in the Pocket,"Military, Sci-Fi, Space, Drama, Mecha",OVA,6,Bandai Visual,Sunrise,7.9
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,"Military, Sci-Fi, Drama, Romance, Mecha",Movie,1,"Sotsu, Atelier Musa",Sunrise,6.79
84,Mobile Suit Gundam 0083: Stardust Memory,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",OVA,13,Bandai Visual,Sunrise,7.3
85,Mobile Suit Zeta Gundam,"Military, Sci-Fi, Space, Drama, Romance, Mecha",TV,50,"Sotsu, Nagoya Broadcasting Network",Sunrise,7.92
86,Mobile Suit Gundam ZZ,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",TV,47,"Sotsu, Nagoya Broadcasting Network",Sunrise,6.66
87,Mobile Suit Gundam: Char's Counterattack,"Military, Sci-Fi, Space, Drama, Mecha",Movie,1,"Sotsu, Nozomi Entertainment, Atelier Musa","Sunrise, Studio Hibari",7.68
88,Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,"Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network",Sunrise,6.67
89,Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,51,"TV Asahi, Sotsu, Apollon","Sunrise, Studio Deen",6.76
90,Mobile Suit Gundam Wing,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV,49,TV Asahi,Sunrise,7.72
91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,"Bandai Visual, Sotsu",Sunrise,7.76
92,After War Gundam X,"Sci-Fi, Adventure, Space, Drama, Mecha",TV,39,"TV Asahi, Sotsu",Sunrise,7.32
93,Mobile Suit Gundam SEED,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,7.79
94,Mobile Suit Gundam SEED Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,"Sotsu, Mainichi Broadcasting System, Sony Music Entertainment",Sunrise,7.22
95,Turn A Gundam,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",TV,50,"Sotsu, Fuji TV","Sunrise, Nakamura Production",7.7
96,Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",TV,49,"TV Asahi, Sotsu",Sunrise,7.56
97,Last Exile,"Action, Sci-Fi, Adventure",TV,26,"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,7.82
98,Mai-HiME,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,"Bandai Visual, TV Tokyo Music, Studio Zain",Sunrise,7.46
99,Mai-Otome,"Comedy, Drama, Fantasy, Magic",TV,26,"Bandai Visual, Lantis, TV Tokyo Music",Sunrise,7.31
100,Shin Shirayuki-hime Densetsu Prétear,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,13,"Kadokawa Shoten, Rondo Robe",Hal Film Maker,7.2
101,Air,"Slice of Life, Supernatural, Drama, Romance",TV,12,"Pony Canyon, TBS, Movic",Kyoto Animation,7.32
102,Aishiteruze Baby★★,"Comedy, Drama, Romance, Shoujo",TV,26,"Animax, Toei Video, Sunny Side Up",TMS Entertainment,7.48
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,"Nihon Ad Systems, Shueisha",Gallop,7.39
104,Ayashi no Ceres,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",TV,24,Bandai Visual,Studio Pierrot,7.23
105,Boys Be...,"Slice of Life, Comedy, Romance, Shounen",TV,13,Unknown,Hal Film Maker,6.46
106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,Unknown,Toei Animation,7.7
107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,Aniplex,Studio Deen,7.23
108,Ou Dorobou Jing in Seventh Heaven,"Adventure, Fantasy, Psychological, Comedy, Shounen",OVA,3,Aniplex,Studio Deen,7.29
109,Bakuretsu Tenshi,"Adventure, Comedy, Mecha, Sci-Fi",TV,24,"GDH, TV Asahi, Imagica",Gonzo,6.81
110,Chuuka Ichiban!,"Action, Comedy, Drama, Shounen",TV,52,Unknown,Nippon Animation,7.63
111,Corrector Yui,"Sci-Fi, Adventure, Comedy, Magic",TV,52,"NHK, Studio Tron",Nippon Animation,6.83
112,Chou Henshin Cosprayers,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",TV,8,m.o.e.,"Imagin, Studio Live",4.95
113,Uchuu no Stellvia,"Action, Mecha, Romance, Sci-Fi, Space",TV,26,"Starchild Records, TV Tokyo Music",Xebec,7.38
114,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,26,TV Tokyo Music,Production I.G,7.93
115,El Hazard: The Alternative World,"Adventure, Comedy, Fantasy",TV,13,Pioneer LDC,AIC,6.83
116,El Hazard: The Wanderers,"Adventure, Comedy, Romance, Fantasy",TV,26,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa",AIC,6.97
117,El Hazard: The Magnificent World,"Adventure, Comedy, Romance, Fantasy",OVA,7,Pioneer LDC,AIC,7.32
118,El Hazard 2: The Magnificent World,"Adventure, Comedy, Fantasy",OVA,4,Pioneer LDC,AIC,6.85
119,Final Approach,"Comedy, Drama, Romance, Slice of Life",TV,13,Trinet Entertainment,Zexcs,6.56
120,Fruits Basket,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV,26,"TV Tokyo, Nihon Ad Systems, King Records",Studio Deen,7.69
121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System",Bones,8.17
122,Full Moon wo Sagashite,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",TV,52,Nihon Ad Systems,Studio Deen,7.96
123,Fushigi Yuugi,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",TV,52,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon",Studio Pierrot,7.64
124,Fushigi Yuugi: Eikouden,"Adventure, Fantasy, Romance, Drama, Shoujo",OVA,4,Unknown,Studio Pierrot,6.86
125,Futakoi,"Comedy, Romance, School",TV,13,Lantis,Telecom Animation Film,6.49
126,Futakoi Alternative,"Comedy, Drama, Romance",TV,13,Lantis,"ufotable, feel., Studio Flag",6.91
127,Gate Keepers,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",TV,24,Media Factory,Gonzo,6.96
128,Gate Keepers 21,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6,Unknown,Gonzo,6.79
129,Gensoumaden Saiyuuki,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",TV,50,"TV Tokyo, Dentsu, Group TAC",Studio Pierrot,7.59
130,Saiyuuki Reload,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",TV,25,Unknown,Studio Pierrot,7.41
131,Saiyuuki Reload Gunlock,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",TV,26,Unknown,Studio Pierrot,7.42
132,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,"TBS, Kodansha, Rondo Robe, Rakuonsha",Studio Deen,7.61
133,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,"Pony Canyon, Memory-Tech, Studio Jack",Studio Matrix,6.21
134,Gunslinger Girl,"Action, Psychological, Military, Drama, Sci-Fi",TV,13,"Marvelous, Fuji TV",Madhouse,7.42
135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75,"TV Tokyo, Dentsu, Dream Force",Studio Pierrot,8.11
136,Hunter x Hunter,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62,Fuji TV,Nippon Animation,8.42
137,Hunter x Hunter: Original Video Animation,"Action, Adventure, Super Power, Shounen",OVA,8,Unknown,Nippon Animation,8.33
138,Hunter x Hunter: Greed Island,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,8,Unknown,Nippon Animation,8.21
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,14,Unknown,Nippon Animation,8.29
141,Jinki:Extend,"Mecha, Sci-Fi",TV,12,"TV Asahi, GANSIS",feel.,6.14
142,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,Unknown,Toei Animation,7.45
143,Kannazuki no Miko,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",TV,12,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment",TNK,6.87
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,"Movic, Fuji TV, Fujipacific Music",Toei Animation,7.11
145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,"TV Tokyo, GANSIS","Gainax, J.C.Staff",7.61
146,Kono Minikuku mo Utsukushii Sekai,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft",6.76
147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14,"Lantis, Media Factory, Age",Studio Fantasia,7.24
148,Kita e.: Diamond Dust Drops,"Drama, Romance, Slice of Life",TV,12,Unknown,Studio Deen,6.62
149,Loveless,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,"Bandai Visual, TV Asahi, Movic",J.C.Staff,6.86
150,Blood+,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,"Aniplex, Mainichi Broadcasting System",Production I.G,7.66
151,Re: Cutey Honey,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,Toei Video,"Gainax, Toei Animation",7.12
152,Solty Rei,"Action, Sci-Fi, Super Power",TV,24,"AIC, TV Asahi, Sotsu Music Publishing",Gonzo,7.28
153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,Sogo Vision,Studio Pierrot,8.06
154,Shaman King,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,7.78
155,X/1999,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,6.59
156,X,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,7.43
157,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,Starchild Records,Xebec,6.98
158,Maria-sama ga Miteru,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,"Rondo Robe, TV Tokyo Music",Studio Deen,7.34
159,Boukyaku no Senritsu,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,"Kadokawa Shoten, TBS, KENMedia","Gainax, J.C.Staff",6.34
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,"Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,7.66
161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,"GDH, TV Asahi, Imagica",Gonzo,7.33
162,Pita Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,Broccoli,Madhouse,6.94
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,Avex Entertainment,Studio Pierrot,6.48
164,Mononoke Hime,"Action, Adventure, Fantasy",Movie,1,"Tokuma Shoten, Nippon Television Network",Studio Ghibli,8.72
165,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,"Asatsu DK, Fuji TV",Bones,7.42
166,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,26,"GDH, Sotsu Music Publishing",Gonzo,7.48
167,Scrapped Princess,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,"Kadokawa Shoten, A-Line",Bones,7.41
168,s.CRY.ed,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,Yomiko Advertising,Sunrise,7.38
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,"TBS, Rondo Robe, Movic",J.C.Staff,6.91
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,"TV Asahi, Animax",Toei Animation,8.53
171,Strange Dawn,"Adventure, Drama, Fantasy",TV,13,Unknown,Hal Film Maker,6.35
173,Tactics,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,"Studio Izena, MediaNet",Studio Deen,7.23
174,Tenjou Tenge,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,TV Asahi,Madhouse,6.93
175,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,TV Tokyo Music,Studio Pierrot,6.63
176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",OVA,4,Discovery,Seven Arcs,6.19
177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,"NHK, Kodansha",Bee Train,7.55
178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",TV,26,"WAO World, Studio Jack",Production Reed,7.18
179,Ultra Maniac OVA,"Comedy, Magic, Romance, School",OVA,1,Unknown,Production Reed,6.69
180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"GDH, Dentsu, Media Factory",Gonzo,7.21
181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"GDH, Dentsu, Media Factory",Gonzo,7.42
182,Tenkuu no Escaflowne,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,"TV Tokyo, Bandai Visual",Sunrise,7.7
183,Whistle!,"School, Shounen, Sports",TV,39,Marvelous,Studio Comet,7.39
184,Xenosaga The Animation,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,Happinet Pictures,Toei Animation,6.37
185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,"OB Planning, Fuji TV","Gallop, Studio Comet",8.29
186,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,"OB Planning, Fuji TV",Pastel,8.12
187,Initial D Third Stage,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,OB Planning,Studio Deen,7.89
188,Gosenzo San'e,"Comedy, Hentai, Mystery, Supernatural",OVA,4,"AIC, Green Bunny, BEAM Entertainment",Unknown,6.11
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,"Production I.G, TV Tokyo, Yomiko Advertising",Xebec,7.14
190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,"Starchild Records, Audio Tanaka",Xebec,7.25
191,Love Hina Christmas Special: Silent Eve,"Slice of Life, Comedy, Romance",Special,1,Yomiko Advertising,Xebec,7.34
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",Special,1,Yomiko Advertising,Xebec,7.21
193,Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,6.8
194,Macross Zero,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,Bandai Visual,Satelight,7.55
195,Onegai☆Teacher,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,"Bandai Visual, Genco",Daume,7.17
196,Onegai☆Twins,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,"Bandai Visual, Genco, Lantis",Daume,6.88
197,Rizelmine,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,m.o.e.,"Madhouse, Imagin",6.55
198,Speed Grapher,"Action, Mystery, Super Power",TV,24,"TV Asahi, WAO World, TAP",Gonzo,7.35
199,Sen to Chihiro no Kamikakushi,"Adventure, Supernatural, Drama",Movie,1,Toho,Studio Ghibli,8.83
200,Tenshi na Konamaiki,"Comedy, Magic, Romance, Shounen",TV,50,Unknown,TMS Entertainment,7.48
201,Video Girl Ai,"Comedy, Drama, Ecchi, Romance",OVA,6,Shueisha,Production I.G,7.21
202,Wolf's Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,"Bandai Visual, Asatsu DK, Fuji TV",Bones,7.82
203,Words Worth,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,Green Bunny,Arms,6.75
204,Yumeria,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,Unknown,Studio Deen,6.11
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,8.5
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,"Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,7.16
207,Lodoss-tou Senki,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,"Kadokawa Shoten, TBS, Marubeni",Madhouse,7.4
208,R.O.D: Read or Die,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,"Aniplex, SME Visual Works",Studio Deen,7.67
209,R.O.D: The TV,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,7.55
