Anime_ID,Title,Genres,Type,Episodes,Producers,Studios,Score
40346,Tuxedo Gin,"Comedy, Supernatural, Shounen",Special,1,Unknown,Unknown,Unknown
40347,Kekkaishi,"Demons, Supernatural, Fantasy, Shounen",Special,1,Unknown,Unknown,Unknown
40348,Shounen Sunday CM: Detective Conan,"Mystery, Shounen",Special,1,Unknown,Unknown,5.55
40349,Shounen Sunday CM: All-Star Total Appearance,"Comedy, Sports, Shounen",Special,1,Unknown,Unknown,Unknown
40350,Ganba! Fly High,"Action, Sports, Shounen",Special,1,Unknown,Unknown,Unknown
40351,Pokemon (2019),"Action, Adventure, Comedy, Kids, Fantasy",TV,Unknown,"TV Tokyo, Shogakukan-Shueisha Productions, MediaNet",OLM,7.28
40352,Goal Line,Music,Music,1,Bushiroad Music,SANZIGEN,6.36
40353,Midnight Run feat. Nana Furuya,"Dementia, Music",Music,1,Unknown,Unknown,Unknown
40356,Tate no Yuusha no Nariagari Season 2,"Action, Adventure, Drama, Fantasy",TV,Unknown,Glovision,"Kinema Citrus, DR Movie",Unknown
40357,Tate no Yuusha no Nariagari Season 3,"Action, Adventure, Drama, Fantasy",TV,Unknown,Unknown,Unknown,Unknown
40358,Gal to Kyouryuu,"Slice of Life, Comedy, Seinen",TV,12,Unknown,"Kamikaze Douga, Space Neko Company",6.45
40359,Ikebukuro West Gate Park,"Mystery, Drama",TV,12,Unknown,Doga Kobo,6.83
40360,Shout Our Evidence!,Music,Music,1,Unknown,Unknown,5.65
40361,"Shiro no Kanga""roo"" no Uta","Music, Kids",ONA,1,Unknown,Unknown,Unknown
40363,RoboCop,"Dementia, Music",Music,1,Unknown,Unknown,Unknown
40364,Takaramono,"Music, Slice of Life",Music,1,Sony Music Entertainment,Unknown,Unknown
40365,Ryoku Tama Shinshi: 10 Short Stories,"Comedy, Demons",Special,10,Unknown,Unknown,Unknown
40366,Three Workers,Music,Music,1,Unknown,Unknown,Unknown
40367,Go! Go! Atom,"Action, Sci-Fi, Adventure, Kids, Drama, Mecha",TV,52,"TV Tokyo, Tezuka Productions",Unknown,Unknown
40368,Egg Car,"Adventure, Comedy, Kids, Fantasy",TV,52,Unknown,Unknown,Unknown
40369,Mini Yuri,"Slice of Life, Comedy, School, Shoujo Ai",ONA,4,Unknown,"W-Toon Studio, DMM.futureworks",6.75
40372,Haikyuu!! (OVA),"Sports, Shounen",OVA,10,Shueisha,Unknown,7.76
40373,"Fly feat. 79, Kaho Nakamura",Music,Music,1,Unknown,Unknown,Unknown
40375,Kick-Flight,"Game, Music",ONA,1,Unknown,MAPPA,5.81
40376,Terrace House x Craft Boss,Slice of Life,ONA,1,Unknown,Unknown,Unknown
40377,Robot Atom,"Kids, Mecha, Sci-Fi",OVA,8,Unknown,Unknown,Unknown
40378,Witch Hat: Majo to Boushi no Waltz,"Music, Horror, Supernatural",Music,1,Rambling Records,Unknown,Unknown
40379,Btooom!: Bakusatsu Digest,Action,ONA,2,Unknown,Unknown,5.85
40383,"Umete, Bye-Bye","Music, Dementia",ONA,1,Unknown,Unknown,Unknown
40385,Chikai,Slice of Life,ONA,1,Unknown,Unknown,Unknown
40389,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,"Action, Military, Sci-Fi, Space, Drama",Movie,1,Unknown,Unknown,Unknown
40392,Runway de Waratte,"Slice of Life, Drama, School, Shounen",TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures",Ezόla,7.65
40393,Taka no Tsume-dan no Ike! ODAman,"Parody, Super Power",ONA,Unknown,Unknown,Unknown,Unknown
40394,Zenonzard The Animation Episode 0,Action,ONA,1,Unknown,8bit,6.66
40397,Maoujou de Oyasumi,"Slice of Life, Comedy, Supernatural, Magic, Fantasy, Shounen",TV,12,Lantis,Doga Kobo,8.04
40398,"Hitozuma, Mitsu to Niku",Hentai,OVA,Unknown,Unknown,Unknown,6.02
40399,Valkyrie Hazard,Hentai,OVA,1,Unknown,Unknown,5.34
40403,Shin Sakura Taisen the Animation,"Sci-Fi, Adventure, Mecha, Shounen",TV,12,"Sega, Sammy, Tencent Japan",SANZIGEN,5.81
40405,Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,"Action, Sci-Fi, Police, Magic, Fantasy",Special,1,Unknown,Millepensee,5.77
40406,Nanami-chan 4th Series,Kids,TV,16,Unknown,Unknown,Unknown
40407,Nanami-chan 5th Series,Kids,TV,16,Unknown,Unknown,Unknown
40408,Nanami-chan 6th Series,Kids,TV,16,Unknown,Unknown,Unknown
40410,Ring no Seraph,"Action, Music",Music,1,Unknown,Unknown,6.54
40412,Japanda,"Music, Josei",ONA,1,Unknown,Fanworks,5.28
40414,Hitojichi Koukan feat. Hatsune Miku,Music,Music,1,Unknown,Unknown,5.9
40415,Senkou Progress,Music,Music,1,XFLAG Pictures,Unknown,Unknown
40416,Date A Bullet: Dead or Bullet,Sci-Fi,Movie,1,Nippon Columbia,GEEK TOYS,7.51
40417,Fruits Basket 2nd Season,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV,25,TMS Music,TMS Entertainment,8.54
40421,Given Movie,"Music, Slice of Life, Drama, Romance, Shounen Ai",Movie,1,Unknown,Lerche,8.19
40423,Taeko no Nichijou,Slice of Life,TV,26,Unknown,DLE,Unknown
40425,Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,"Historical, Kids, Parody",Movie,1,Unknown,Unknown,Unknown
40427,Beotkkotnamu Kokkiri Sup,Drama,Movie,1,Unknown,Earth Design Works,Unknown
40429,Bishoujo Senshi Sailor Moon Eternal Movie 2,"Demons, Magic, Romance, Shoujo",Movie,1,Unknown,"Toei Animation, Studio Deen",Unknown
40430,Uchuu Seibutsu Jirou,"Music, Space, Kids",ONA,1,Unknown,Fanworks,Unknown
40431,Starmyu 3rd Season: Encore,"Music, Slice of Life, School",Special,1,Unknown,Unknown,Unknown
40434,Mo Dao Zu Shi 3rd Season,"Action, Historical, Demons, Supernatural, Drama, Magic",ONA,Unknown,Tencent Penguin Pictures,B.CMAY PICTURES,Unknown
40435,Mo Dao Zu Shi Q,"Comedy, Historical, Supernatural, Magic",ONA,30,Tencent Penguin Pictures,B.CMAY PICTURES,8.14
40436,Peter Grill to Kenja no Jikan,"Harem, Comedy, Ecchi, Fantasy",TV,12,Unknown,Wolfsbane,5.51
40437,Mono no Kamisama Cocotama,"Slice of Life, Kids, Magic, Fantasy",ONA,12,OLM,Unknown,Unknown
40438,Obsolete,Mecha,ONA,12,"Nitroplus, Good Smile Company, Bandai Namco Arts, Bandai Namco Online",Buemon,5.77
40439,Xiong Chumo: Bian Xing Ji,"Adventure, Comedy",Movie,1,Unknown,Unknown,Unknown
40440,Xiong Chumo: Yuanshi Shidai,"Adventure, Comedy",Movie,1,Unknown,Unknown,Unknown
40441,Sunny,"Cars, Music",Music,1,Unknown,Unknown,Unknown
40442,Initiation feat. Hatsune Miku,"Dementia, Music",Music,1,"Sony Music Entertainment, Liberty Animation Studio",Unknown,5.65
40452,Kaze to Tomoni,"Kids, Music, Slice of Life",Music,1,NHK,Unknown,Unknown
40453,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,"Adventure, Comedy, Romance, Ecchi, Fantasy",OVA,1,Unknown,J.C.Staff,6.32
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,"Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative",J.C.Staff,7.49
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,"Action, Historical, Demons, Supernatural, Shounen",Movie,1,"Aniplex, Shueisha",ufotable,8.72
40459,Ensemble Stars! Picture Drama,"Music, Parody, School",Special,12,Unknown,Unknown,Unknown
40460,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,"Game, Comedy, Drama",OVA,1,Unknown,Unknown,6.76
40462,Ensemble Stars! Recap Special,"Music, School, Shoujo",Special,1,"Frontier Works, Movic, Happy Elements, Bandai Namco Arts",David Production,6.05
40463,Kimi no Kimochi,"Kids, Music",Music,1,NHK,Unknown,Unknown
40464,Mobile Suit Gundam: Hikaru Inochi Chronicle U.C.,"Military, Drama, Mecha",Special,1,Unknown,Sunrise,6.4
40465,Chuubyou Gekihatsu Boy Special,"Slice of Life, Comedy, School",Special,1,"Lantis, Ai Addiction",Studio Deen,6.86
40468,Smileflower,"Kids, Music",Music,1,NHK,Unknown,Unknown
40471,Nozoki Kanojo,Hentai,OVA,Unknown,Unknown,Nur,5.88
40472,Boku to Joi no Shinsatsu Nisshi The Animation,Hentai,OVA,1,Pink Pineapple,Unknown,6.85
40473,Chou Futsuu Toshi Kashiwa Densetsu R,"Comedy, Fantasy",TV,10,Unknown,Super Normal Studio,4.47
40474,Googuri Googuri,"Fantasy, Music",Movie,1,Geidai Animation,Unknown,Unknown
40475,Ringing City,"Dementia, Music",Movie,1,Geidai Animation,Unknown,Unknown
40476,Atomic World,"Dementia, Music",Movie,1,Unknown,Unknown,Unknown
40477,Curry Meshi x Zombieland Saga,"Music, Supernatural",Special,1,Unknown,Unknown,5.89
40478,Kamiusagi Rope x Ricordi,"Comedy, Slice of Life",ONA,3,Unknown,Unknown,Unknown
40479,Karrimor Mountain Club 2,"Adventure, Slice of Life",ONA,3,Unknown,Unknown,Unknown
40480,Sound & Fury,"Sci-Fi, Music, Samurai",Music,1,Unknown,Unknown,6.12
40482,Osu no Buu-chan,"Comedy, Kids, Fantasy",Special,3,Unknown,Unknown,Unknown
40483,Murenase! Seton Gakuen,"Comedy, School",TV,12,"Animax, Tokyo MX, Cygames, Legs, Happinet",Studio Gokumi,7.08
40484,Chuanyue Huoxian: Youling Jihua,"Action, Game, Military, Police, Shounen",ONA,13,Unknown,Unknown,Unknown
40485,Strike the Blood IV,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy",OVA,12,Magic Capsule,Connect,7.05
40486,Strike the Blood: Kieta Seisou-hen,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy",OVA,1,"Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa",Connect,6.89
40487,Eily wa Ou-sama!,"Comedy, Magic, Fantasy",TV,10,Unknown,Unknown,Unknown
40488,Futsal Boys!!!!!,Sports,ONA,Unknown,Unknown,Diomedéa,Unknown
40489,Sword Art Online: Alicization - War of Underworld Reflection,"Action, Game, Adventure, Romance, Fantasy",Special,1,Aniplex,A-1 Pictures,6.75
40491,Hyperventilation,"Drama, Romance, Shounen Ai",ONA,6,Unknown,Unknown,7.16
40495,Tayo-ui Gonglyong Eodeubencheo,"Cars, Historical, Kids",Special,1,Unknown,Unknown,Unknown
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e","Action, Demons, Magic, Fantasy, School",TV,13,"Aniplex, Kadokawa",SILVER LINK.,7.34
40497,Mahouka Koukou no Rettousei: Raihousha-hen,"Action, Sci-Fi, Supernatural, Magic, Romance, School",TV,13,"Aniplex, Square Enix, Movic, Studio Mausu, Straight Edge, Kadokawa",8bit,7.31
40499,Feed,"Dementia, Music",Movie,1,Unknown,Unknown,Unknown
40502,Yanoya,Music,Music,1,Unknown,Unknown,Unknown
40504,Major 2nd (TV) 2nd Season,"Comedy, Sports, Drama, Shounen",TV,25,Unknown,OLM,7.6
40506,Shadowverse (TV),"Game, Fantasy",TV,Unknown,"TV Tokyo, Sonilude",Zexcs,5.09
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,"Action, Adventure, Harem, Fantasy",TV,Unknown,Unknown,Unknown,Unknown
40508,Anata no Koe,"Music, Slice of Life, Kids",Music,1,NHK,Unknown,Unknown
40509,Kimi no Tonari ni Itai Kara,"Music, Kids, School",Music,1,NHK,Unknown,Unknown
40513,Nami yo Kiitekure,"Comedy, Drama, Romance, Seinen",TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music",Sunrise,7.37
40515,Nihon Chinbotsu 2020,"Sci-Fi, Drama",ONA,10,Unknown,Science SARU,6.43
40517,Ano Hi no Kokoro wo Toraete,"Sci-Fi, Drama",ONA,1,"A-1 Pictures, Omnibus Japan, Tohokushinsha Film Corporation, Sunrise Music Publishing",Sunrise,6.01
40519,Youma Shoukan e Youkoso,"Hentai, Demons, Supernatural, Fantasy",OVA,2,T-Rex,Unknown,6.6
40520,Chii-chan Kaihatsu Nikki,Hentai,OVA,Unknown,T-Rex,Unknown,6.27
40521,Kiss Hug,Hentai,OVA,2,Unknown,Unknown,6.65
40523,"Yamasuki, Yamazaki","Dementia, Music",Music,1,Unknown,Unknown,Unknown
40526,"Dragon, Ie wo Kau.","Comedy, Fantasy, Shounen",TV,Unknown,Pony Canyon,Signal.MD,Unknown
40527,Smile,"Kids, Music",Music,1,NHK,Unknown,Unknown
40529,No Guns Life 2nd Season,"Action, Sci-Fi, Drama, Seinen",TV,12,"Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Madhouse,7.05
40530,Jaku-Chara Tomozaki-kun,"Drama, Romance, School",TV,12,"Pony Canyon, APDREAM, Bit grooove promotion, Dream Shift",Project No.9,7.01
40531,Akai Yama Aoi Yama Shiroi Yama,"Kids, Music",Music,1,NHK,Unknown,Unknown
40532,Appare-Ranman!,"Cars, Comedy, Historical",TV,13,"Lantis, AT-X, Docomo Anime Store, Sammy, Kadokawa Media House, Kadokawa, Bandai Namco Arts, Bit Promotion",P.A. Works,7.33
40539,Ichigo no Hanayome-san,"Kids, Music",Music,1,NHK,Unknown,Unknown
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,"Action, Game, Adventure, Romance, Fantasy",TV,11,"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",A-1 Pictures,7.42
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"Slice of Life, Comedy, Supernatural, School, Shounen",ONA,6,Unknown,"J.C.Staff, Egg Firm",8.14
40543,King of Prism All Stars: Prism Show☆Best Ten,"Music, Shoujo",Movie,1,Unknown,Unknown,Unknown
40550,Assault Lily: Bouquet,"Action, Magic, Fantasy",TV,12,Unknown,Shaft,6.46
40552,Soushunfu,"Kids, Music",Music,1,NHK,Unknown,Unknown
40553,Watashi no Ningyou,"Kids, Music",Music,1,NHK,Unknown,Unknown
40554,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku","Action, Military, Sci-Fi, Space, Drama",Movie,1,Unknown,Unknown,Unknown
40555,Heart Chrome feat. Anon & Kanon,Music,Music,1,Toy's Factory,Unknown,Unknown
40556,Electric Love feat. Hatsune Miku,Music,Music,1,"Sony Music Entertainment, Toy's Factory",Unknown,5.84
40557,Sweet Devil feat. Hatsune Miku,Music,Music,1,"Sony Music Entertainment, Toy's Factory",Unknown,6.07
40558,Little Scarlet Bad Girl feat. Hatsune Miku,Music,Music,1,Toy's Factory,Unknown,5.93
40559,TRAPxTRAP feat. Hatsune Miku,Music,Music,1,Toy's Factory,Unknown,5.66
40560,Baby Maniacs feat. Hatsune Miku,Music,Music,1,"Sony Music Entertainment, Toy's Factory",Unknown,5.63
40562,Otanjoubi Omedetou,"Kids, Music",Music,1,NHK,Unknown,Unknown
40564,Blue Star feat. Hatsune Miku,Music,Music,1,Toy's Factory,Unknown,5.83
40567,Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",ONA,9,"Sunrise, Bandai Spirits",Studio Live,Unknown
40568,Yin Yang Shi: Ping An Wu Yu 2nd Season,"Slice of Life, Comedy, Historical, Demons, Supernatural",ONA,12,Unknown,"Blade, Thundray",Unknown
40569,Raison d'être,Music,Music,1,Unknown,Enishiya,7.43
40570,The Peak,"Kids, Fantasy",ONA,1,Unknown,Marza Animation Planet,Unknown
40571,Majo no Tabitabi,"Adventure, Magic, Fantasy",TV,12,"Lantis, Movic, AT-X, Kadokawa Media House, Kadokawa, SB Creative",C2C,7.57
40573,Sotsugyou Mae: 10-hi de 100 no Dekigoto,"Kids, Music",Music,1,NHK,Unknown,Unknown
40576,Watashi to Piano,"Kids, Music",Music,1,NHK,Unknown,Unknown
40578,Lupin III: Prison of the Past,"Action, Adventure, Mystery, Comedy, Seinen",Special,1,Nippon Television Network,TMS Entertainment,6.84
40582,Omoide Onigiri,"Kids, Music",Music,1,NHK,Unknown,Unknown
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","Comedy, Fantasy",TV,Unknown,"Nippon Columbia, Studio Mausu",Revoroot,Unknown
40587,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,"Action, Fantasy, Magic, Shoujo",Movie,1,Unknown,Unknown,6.97
40590,Utawarerumono: Futari no Hakuoro,"Action, Drama, Fantasy",TV,Unknown,Unknown,Unknown,Unknown
40591,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,"Comedy, Psychological, Romance, School, Seinen",TV,12,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",A-1 Pictures,8.74
40593,Furusato no Gogatsu,"Kids, Music",Music,1,NHK,Unknown,Unknown
40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,"Adventure, Fantasy",TV,12,"AT-X, NBCUniversal Entertainment Japan, Sammy, BS11, JR East Marketing & Communications, GREE, SB Creative, Tapioca",LIDENFILMS,6.75
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","Action, Military, Romance, Fantasy",TV,12,"Pony Canyon, Bit grooove promotion",SILVER LINK.,6.54
40597,Sol Levante,"Action, Fantasy",ONA,1,Unknown,Production I.G,5.07
40598,Itekoma Hits,"Music, Dementia, Psychological",Music,1,Unknown,Unknown,Unknown
40599,Natane Shigure,"Kids, Music",Music,1,NHK,Unknown,Unknown
40600,Obaachan Moshikashite,"Kids, Music",Music,1,NHK,Unknown,Unknown
40602,7 Seeds 2nd Season,"Sci-Fi, Adventure, Mystery, Psychological, Drama, Romance, Shoujo",ONA,12,"Nihon Ad Systems, Rakuonsha, BS Fuji","Gonzo, Studio Kai",7.17
40603,My Boy,"Kids, Music, Romance",Music,1,NHK,Unknown,Unknown
40608,Muv-Luv Alternative,"Action, Military, Sci-Fi, Drama, Mecha",TV,Unknown,Fuji TV,Unknown,Unknown
40610,Healin' Good♡Precure,"Action, Magic, Fantasy, Shoujo",TV,45,"Asatsu DK, Asahi Broadcasting, ABC Animation",Toei Animation,6.88
40612,Pokke,"Kids, Music",Music,1,NHK,Unknown,Unknown
40613,Altered Carbon: Resleeved,"Action, Sci-Fi, Drama",ONA,1,Unknown,Anima,6.56
40615,Umibe no Étranger,"Slice of Life, Romance, Shounen Ai",Movie,1,"Shochiku, Half H.P Studio",Studio Hibari,Unknown
40616,Megane,"Kids, Music, Slice of Life",Music,1,NHK,Unknown,Unknown
40619,Suppon Pon Pon,"Drama, Kids, Music",Music,1,NHK,Unknown,Unknown
40620,Uramichi Oniisan,"Slice of Life, Comedy",TV,Unknown,Unknown,Studio Blanc,Unknown
40621,Shimajirou to Sora Tobu Fune,Kids,Movie,1,Unknown,Unknown,Unknown
40623,Dokyuu Hentai HxEros,"Action, Comedy, Supernatural, Ecchi, School, Shounen",TV,12,Studio Mausu,Project No.9,5.74
40625,Sayounara Concert,"Kids, Music",Music,1,NHK,Unknown,Unknown
40626,Shobo Kujira Chibi Cobra,"Kids, Music",Music,1,NHK,Unknown,Unknown
40628,A Brightening Life,"Drama, Music",Movie,1,Geidai Animation,Unknown,Unknown
40630,Saga Incident,Music,Music,1,Unknown,MAPPA,6.92
40632,Peng Ran Xindong,"Slice of Life, Romance, Shoujo",ONA,Unknown,Unknown,Unknown,Unknown
40633,Seishun,Drama,Movie,1,Unknown,Unknown,Unknown
40636,Marco to Ginga Ryuu,"Action, Adventure, Comedy, Fantasy",OVA,1,Unknown,Unknown,Unknown
40638,Wan Guo Zhi,"Action, Adventure, Historical, Romance",ONA,16,Unknown,LX Animation Studio,Unknown
40639,Tonari no Ie no Anette-san The Animation,Hentai,OVA,1,Unknown,Unknown,6.53
40641,Lilttle Wonders: Sneeze,Kids,Special,1,Unknown,DandeLion Animation Studio,Unknown
40642,Yakusoku (2011),"Drama, Supernatural",Movie,1,Geidai Animation,Unknown,Unknown
40644,Miki no Mikoto (TV),"Fantasy, Music, Slice of Life, Supernatural",ONA,13,Unknown,Unknown,Unknown
40645,Kaigo to Ikiru,"Drama, Music",ONA,1,Unknown,Animation Lab Japan,Unknown
40646,Yes ka No ka Hanbun ka,"Drama, Shounen Ai",Movie,1,Unknown,Lesprit,7.34
40651,Kandagawa Jet Girls Recap,"Sports, Ecchi",Special,1,Unknown,TNK,5.32
40652,Onmyou Hyakki Monogatari,"Historical, Demons, Supernatural",TV,Unknown,Unknown,Unknown,Unknown
40655,Melon no Kirime,"Kids, Music, Slice of Life",Music,1,NHK,Unknown,Unknown
40656,Girls & Panzer: Taiyaki War!,"Military, Comedy, School",Special,1,Unknown,Unknown,7.18
40658,** Kouhai,"Demons, Fantasy, Harem, Hentai, Magic",OVA,4,Majin,Unknown,7.14
40659,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,"Slice of Life, Comedy",Special,4,Unknown,Satelight,6.75
40660,Start,Slice of Life,ONA,1,Pony Canyon,Unknown,5.29
40661,Jashin-chan Dropkick': Chitose-hen,"Comedy, Supernatural",Special,1,Unknown,Nomad,7.09
40664,Shoujo☆Kageki Revue Starlight Movie,"Music, School",Movie,1,Unknown,Kinema Citrus,Unknown
40665,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,"Music, School",Movie,1,Bushiroad,Kinema Citrus,Unknown
40667,Jigoku Shoujo Recap,Supernatural,Special,1,Unknown,Studio Deen,6.22
40670,Usagi no Mofy (TV),Kids,TV,26,Sony Creative Products,Unknown,Unknown
40671,Usagi no Mofy (TV 2014),Kids,TV,26,Sony Creative Products,Unknown,Unknown
40672,Usagi no Mofy (TV 2016),Kids,TV,26,Sony Creative Products,Unknown,Unknown
40673,Tokyo Mikansei,"Dementia, Music",Movie,1,Unknown,Unknown,Unknown
40674,Nantoka Tengoku,Dementia,Movie,1,Unknown,Unknown,Unknown
40677,Argonavis from BanG Dream!,Music,TV,13,Bushiroad,SANZIGEN,6.76
40679,2.43: Seiin Koukou Danshi Volley-bu,"Slice of Life, Sports, Drama, School",TV,12,"Aniplex, Dentsu, Animax, Movic, Fuji TV, Fujipacific Music, Shueisha, Fuji Creative, Tohan Corporation, Japan Volleyball Association",David Production,6.41
40682,Kingdom 3rd Season,"Action, Historical, Military, Seinen",TV,Unknown,"NHK, Shueisha",Studio Signpost,8.4
40683,Carry Me Off feat. Hatsune Miku,Music,Music,1,Toy's Factory,Unknown,5.83
40684,Twinkle World feat. Hatsune Miku,Music,Music,1,Toy's Factory,Unknown,5.87
40685,Super Cub,"Slice of Life, School",TV,Unknown,Bandai Namco Arts,Studio Kai,Unknown
40686,Desktop Cinderella feat. Hatsune Miku,Music,Music,1,Toy's Factory,Unknown,5.72
40687,Cleaning Switch,Music,Music,1,Unknown,Unknown,5.23
40689,Obentou Bako no Uta: Anata e no Otegami,"Kids, Music",Music,1,NHK,Unknown,Unknown
40690,Crazy Roulette,Music,Music,1,Unknown,Unknown,6.39
40691,Kiss of Life,Music,Music,1,Unknown,Unknown,6.38
40693,The iDOLM@STER Cinderella Girls: Spin-off!,Music,ONA,1,Bandai Namco Entertainment,Orange,6.3
40694,Dosukoi!! Tarou,"Kids, Music, Sports",Music,1,NHK,Unknown,Unknown
40695,Zou da Zou,"Kids, Music",Music,1,NHK,Unknown,Unknown
40699,Ai no Tabidachi,"Kids, Music",Music,1,NHK,Unknown,Unknown
40700,Shikijou Kyoudan,Hentai,OVA,2,Unknown,Unknown,6.74
40701,Monochro∞Blue Sky,Music,Music,1,Unknown,Unknown,Unknown
40702,Life Size,Music,Music,1,Unknown,Unknown,Unknown
40703,Melody Line,Music,Music,1,Unknown,Unknown,Unknown
40707,Shiohi Girls: Vongole Bianco,Romance,ONA,48,Unknown,Unknown,Unknown
40708,Monster Musume no Oishasan,"Comedy, Romance, Ecchi, Fantasy",TV,12,"Magic Capsule, Hakuhodo DY Music & Pictures, Bandai Namco Arts",Arvo Animation,6.51
40709,Iiwake Love Song,Music,Music,1,Unknown,Unknown,Unknown
40710,Distorted Princess,Music,Music,1,Unknown,Unknown,Unknown
40711,Gantz x Senran Kagura New Link,Music,ONA,1,Unknown,Unknown,5.36
40712,Azur Lane Recap,"Action, Military, Sci-Fi",Special,1,Unknown,Unknown,5.71
40713,Memories (Music),Music,Music,1,Unknown,Unknown,Unknown
40714,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,"Comedy, Demons, Kids, Supernatural, School",TV,Unknown,Unknown,OLM,6.28
40715,To Dimension,Music,Music,1,Unknown,Unknown,Unknown
40716,Kakushigoto (TV),"Slice of Life, Comedy, Shounen",TV,12,"Dentsu, Marvelous, Kodansha, AT-X, Studio Mausu, Tokyo MX, Avex Pictures, A-Sketch, GREE",Ajia-Do,8.02
40717,Kaiju Decode,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
40721,Templex,Dementia,Movie,1,Geidai Animation,Unknown,Unknown
40722,Deemo the Movie,"Music, Drama, Fantasy",Movie,1,"Pony Canyon, Magic Capsule","Production I.G, Signal.MD",Unknown
40727,Out of My Mind,Dementia,Movie,1,Geidai Animation,Unknown,Unknown
40728,Bijutsu Kyouiku,"Comedy, Drama, Romance",Movie,1,Unknown,Unknown,Unknown
40729,Nomad: Megalo Box 2,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,Unknown,Unknown,TMS Entertainment,Unknown
40730,Tian Guan Ci Fu,"Action, Adventure, Historical, Supernatural, Drama",ONA,11,bilibili,Haoliners Animation League,8.33
40732,Shao Nian Ge Xing 2,"Action, Adventure, Mystery, Historical, Martial Arts",ONA,Unknown,bilibili,CG Year,Unknown
40733,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,"Action, Supernatural",ONA,5,Unknown,L²Studio,7.27
40734,Yao Shen Ji Zhi Hei Yu Pian,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",ONA,52,bilibili,Ruo Hong Culture,7.46
40735,Tian Bao Fuyao Lu,"Action, Historical, Fantasy",ONA,13,bilibili,Sparkly Key Animation Studio,7.24
40737,Tumbled Cat,"Dementia, Music",Movie,1,Geidai Animation,Unknown,Unknown
40738,Natsunagu!,"Drama, Slice of Life",TV,12,Unknown,IMAGICA Lab.,5.84
40741,Jikan wo Sutete,Music,Music,1,Unknown,Onionskin,Unknown
40742,Hakken,Music,Music,1,Unknown,Onionskin,Unknown
40745,Sushi,"Dementia, Music",Movie,1,Unknown,Unknown,Unknown
40746,Overflow,"Ecchi, Romance",TV,8,"Studio Mausu, Suiseisha",Studio Hokiboshi,6.76
40747,Dounika Naru Hibi,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai",Movie,1,Unknown,LIDENFILMS,5.5
40748,Jujutsu Kaisen (TV),"Action, Demons, Supernatural, School, Shounen",TV,24,"TOHO animation, Shueisha, dugout",MAPPA,8.54
40749,"Maou-sama, ""Petit"" Retry!",Comedy,ONA,23,On-Lead,AQUA ARIS,5.76
40750,Kaifuku Jutsushi no Yarinaoshi,"Ecchi, Fantasy",TV,12,"Lantis, AT-X, Glovision, Docomo Anime Store, Kadokawa Media House, Kadokawa, Bandai Namco Arts",TNK,6.22
